Area  ,Item             ,Year ,hg/ha_yield ,average_rain_fall_mm_per_year ,pesticides_tonnes ,avg_temp ,kg_per_ha_yield
India ,Sorghum          ,1990 ,       8136 ,                         1083 ,         75000.0  ,   24.78 ,          813.6
India ,Sorghum          ,1990 ,       8136 ,                         1083 ,         75000.0  ,   26.59 ,          813.6
India ,Sorghum          ,1990 ,       8136 ,                         1083 ,         75000.0  ,   24.37 ,          813.6
India ,Sorghum          ,1990 ,       8136 ,                         1083 ,         75000.0  ,   26.63 ,          813.6
India ,Sorghum          ,1990 ,       8136 ,                         1083 ,         75000.0  ,   26.63 ,          813.6
India ,Sorghum          ,1990 ,       8136 ,                         1083 ,         75000.0  ,   25.64 ,          813.6
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   25.58 ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   26.88 ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   25.79 ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   24.1  ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   25.25 ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   25.44 ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   25.54 ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   26.36 ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   26.91 ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   25.16 ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   25.77 ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   25.12 ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   24.1  ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   25.68 ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   25.54 ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   25.44 ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   24.78 ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   26.59 ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   24.37 ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   26.63 ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   26.63 ,         1014.5
India ,Soybeans         ,1990 ,      10145 ,                         1083 ,         75000.0  ,   25.64 ,         1014.5
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   25.58 ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   26.88 ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   25.79 ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   24.1  ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   25.25 ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   25.44 ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   25.54 ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   26.36 ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   26.91 ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   25.16 ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   25.77 ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   25.12 ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   24.1  ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   25.68 ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   25.54 ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   25.44 ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   24.78 ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   26.59 ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   24.37 ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   26.63 ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   26.63 ,         7966.3
India ,Sweet Potatoes   ,1990 ,      79663 ,                         1083 ,         75000.0  ,   25.64 ,         7966.3
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   25.58 ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   26.88 ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   25.79 ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   24.1  ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   25.25 ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   25.44 ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   25.54 ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   26.36 ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   26.91 ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   25.16 ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   25.77 ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   25.12 ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   24.1  ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   25.68 ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   25.54 ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   25.44 ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   24.78 ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   26.59 ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   24.37 ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   26.63 ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   26.63 ,         2121.1
India ,Wheat            ,1990 ,      21211 ,                         1083 ,         75000.0  ,   25.64 ,         2121.1
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   25.85 ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   26.9  ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   25.96 ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   23.77 ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   25.49 ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   25.82 ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   25.74 ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   26.54 ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   27.35 ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   25.4  ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   25.99 ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   25.32 ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   23.77 ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   26.2  ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   25.74 ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   25.55 ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   25.06 ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   26.34 ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   24.62 ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   26.7  ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   26.7  ,        21892.5
India ,Cassava          ,1991 ,     218925 ,                         1083 ,         72133.0  ,   25.74 ,        21892.5
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   25.85 ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   26.9  ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   25.96 ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   23.77 ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   25.49 ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   25.82 ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   25.74 ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   26.54 ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   27.35 ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   25.4  ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   25.99 ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   25.32 ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   23.77 ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   26.2  ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   25.74 ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   25.55 ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   25.06 ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   26.34 ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   24.62 ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   26.7  ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   26.7  ,         1376.3
India ,Maize            ,1991 ,      13763 ,                         1083 ,         72133.0  ,   25.74 ,         1376.3
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   25.85 ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   26.9  ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   25.96 ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   23.77 ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   25.49 ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   25.82 ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   25.74 ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   26.54 ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   27.35 ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   25.4  ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   25.99 ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   25.32 ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   23.77 ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   26.2  ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   25.74 ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   25.55 ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   25.06 ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   26.34 ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   24.62 ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   26.7  ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   26.7  ,        16254.0
India ,Potatoes         ,1991 ,     162540 ,                         1083 ,         72133.0  ,   25.74 ,        16254.0
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   25.85 ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   26.9  ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   25.96 ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   23.77 ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   25.49 ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   25.82 ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   25.74 ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   26.54 ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   27.35 ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   25.4  ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   25.99 ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   25.32 ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   23.77 ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   26.2  ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   25.74 ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   25.55 ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   25.06 ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   26.34 ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   24.62 ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   26.7  ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   26.7  ,         2627.1
India ,"""Rice Paddy""" ,1991 ,      26271 ,                         1083 ,         72133.0  ,   25.74 ,         2627.1
India ,Sorghum          ,1991 ,       6553 ,                         1083 ,         72133.0  ,   25.85 ,          655.3
India ,Sorghum          ,1991 ,       6553 ,                         1083 ,         72133.0  ,   26.9  ,          655.3
India ,Sorghum          ,1991 ,       6553 ,                         1083 ,         72133.0  ,   25.96 ,          655.3
India ,Sorghum          ,1991 ,       6553 ,                         1083 ,         72133.0  ,   23.77 ,          655.3
India ,Sorghum          ,1991 ,       6553 ,                         1083 ,         72133.0  ,   25.49 ,          655.3
India ,Sorghum          ,1991 ,       6553 ,                         1083 ,         72133.0  ,   25.82 ,          655.3
India ,Sorghum          ,1991 ,       6553 ,                         1083 ,         72133.0  ,   25.74 ,          655.3
India ,Sorghum          ,1991 ,       6553 ,                         1083 ,         72133.0  ,   26.54 ,          655.3
India ,Sorghum          ,1991 ,       6553 ,                         1083 ,         72133.0  ,   27.35 ,          655.3
India ,Sorghum          ,1991 ,       6553 ,                         1083 ,         72133.0  ,   25.4  ,          655.3
