Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,yield_kg_ha,heat_stress_degreedays,drought_intensity,ndvi,ndvi_adjusted,soil_ph,soil_nitrogen,soil_organic_carbon,msp_trend,temp_rainfall_interaction,rainfall_deviation,rainfall_squared,temp_squared,pesticide_per_rainfall,year_normalized
India ,Cassava          ,1990,1083,75000.0,26.63,20538.1,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28840.289999999997,0.0,1172889,709.1569,69.18819188191883,0.0
India ,Cassava          ,1990,1083,75000.0,25.64,20538.1,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27768.12,0.0,1172889,657.4096000000001,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,25.58,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27703.14,0.0,1172889,654.3363999999999,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,26.88,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,29111.039999999997,0.0,1172889,722.5343999999999,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,25.79,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27930.57,0.0,1172889,665.1241,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,24.1,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26100.300000000003,0.0,1172889,580.8100000000001,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,25.25,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27345.75,0.0,1172889,637.5625,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,25.44,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27551.52,0.0,1172889,647.1936000000001,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,25.54,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27659.82,0.0,1172889,652.2915999999999,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,26.36,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28547.88,0.0,1172889,694.8496,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,26.91,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,29143.53,0.0,1172889,724.1481,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,25.16,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27248.28,0.0,1172889,633.0256,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,25.77,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27908.91,0.0,1172889,664.0929,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,25.12,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27204.960000000003,0.0,1172889,631.0144,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,24.1,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26100.300000000003,0.0,1172889,580.8100000000001,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,25.68,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27811.44,0.0,1172889,659.4624,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,25.54,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27659.82,0.0,1172889,652.2915999999999,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,25.44,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27551.52,0.0,1172889,647.1936000000001,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,24.78,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26836.74,0.0,1172889,614.0484,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,26.59,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28796.97,0.0,1172889,707.0281,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,24.37,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26392.710000000003,0.0,1172889,593.8969000000001,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,26.63,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28840.289999999997,0.0,1172889,709.1569,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,26.63,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28840.289999999997,0.0,1172889,709.1569,69.18819188191883,0.0
India ,Maize            ,1990,1083,75000.0,25.64,1517.8,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27768.12,0.0,1172889,657.4096000000001,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,25.58,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27703.14,0.0,1172889,654.3363999999999,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,26.88,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,29111.039999999997,0.0,1172889,722.5343999999999,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,25.79,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27930.57,0.0,1172889,665.1241,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,24.1,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26100.300000000003,0.0,1172889,580.8100000000001,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,25.25,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27345.75,0.0,1172889,637.5625,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,25.44,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27551.52,0.0,1172889,647.1936000000001,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,25.54,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27659.82,0.0,1172889,652.2915999999999,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,26.36,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28547.88,0.0,1172889,694.8496,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,26.91,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,29143.53,0.0,1172889,724.1481,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,25.16,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27248.28,0.0,1172889,633.0256,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,25.77,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27908.91,0.0,1172889,664.0929,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,25.12,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27204.960000000003,0.0,1172889,631.0144,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,24.1,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26100.300000000003,0.0,1172889,580.8100000000001,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,25.68,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27811.44,0.0,1172889,659.4624,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,25.54,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27659.82,0.0,1172889,652.2915999999999,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,25.44,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27551.52,0.0,1172889,647.1936000000001,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,24.78,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26836.74,0.0,1172889,614.0484,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,26.59,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28796.97,0.0,1172889,707.0281,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,24.37,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26392.710000000003,0.0,1172889,593.8969000000001,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,26.63,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28840.289999999997,0.0,1172889,709.1569,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,26.63,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28840.289999999997,0.0,1172889,709.1569,69.18819188191883,0.0
India ,Potatoes         ,1990,1083,75000.0,25.64,15713.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27768.12,0.0,1172889,657.4096000000001,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,25.58,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27703.14,0.0,1172889,654.3363999999999,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,26.88,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,29111.039999999997,0.0,1172889,722.5343999999999,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,25.79,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27930.57,0.0,1172889,665.1241,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,24.1,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26100.300000000003,0.0,1172889,580.8100000000001,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,25.25,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27345.75,0.0,1172889,637.5625,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,25.44,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27551.52,0.0,1172889,647.1936000000001,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,25.54,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27659.82,0.0,1172889,652.2915999999999,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,26.36,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28547.88,0.0,1172889,694.8496,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,26.91,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,29143.53,0.0,1172889,724.1481,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,25.16,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27248.28,0.0,1172889,633.0256,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,25.77,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27908.91,0.0,1172889,664.0929,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,25.12,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27204.960000000003,0.0,1172889,631.0144,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,24.1,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26100.300000000003,0.0,1172889,580.8100000000001,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,25.68,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27811.44,0.0,1172889,659.4624,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,25.54,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27659.82,0.0,1172889,652.2915999999999,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,25.44,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27551.52,0.0,1172889,647.1936000000001,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,24.78,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26836.74,0.0,1172889,614.0484,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,26.59,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28796.97,0.0,1172889,707.0281,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,24.37,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26392.710000000003,0.0,1172889,593.8969000000001,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,26.63,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28840.289999999997,0.0,1172889,709.1569,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,26.63,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28840.289999999997,0.0,1172889,709.1569,69.18819188191883,0.0
India ,"""Rice Paddy"" ",1990,1083,75000.0,25.64,2612.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27768.12,0.0,1172889,657.4096000000001,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,25.58,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27703.14,0.0,1172889,654.3363999999999,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,26.88,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,29111.039999999997,0.0,1172889,722.5343999999999,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,25.79,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27930.57,0.0,1172889,665.1241,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,24.1,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26100.300000000003,0.0,1172889,580.8100000000001,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,25.25,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27345.75,0.0,1172889,637.5625,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,25.44,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27551.52,0.0,1172889,647.1936000000001,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,25.54,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27659.82,0.0,1172889,652.2915999999999,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,26.36,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28547.88,0.0,1172889,694.8496,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,26.91,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,29143.53,0.0,1172889,724.1481,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,25.16,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27248.28,0.0,1172889,633.0256,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,25.77,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27908.91,0.0,1172889,664.0929,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,25.12,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27204.960000000003,0.0,1172889,631.0144,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,24.1,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26100.300000000003,0.0,1172889,580.8100000000001,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,25.68,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27811.44,0.0,1172889,659.4624,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,25.54,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27659.82,0.0,1172889,652.2915999999999,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,25.44,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27551.52,0.0,1172889,647.1936000000001,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,24.78,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26836.74,0.0,1172889,614.0484,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,26.59,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28796.97,0.0,1172889,707.0281,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,24.37,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26392.710000000003,0.0,1172889,593.8969000000001,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,26.63,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28840.289999999997,0.0,1172889,709.1569,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,26.63,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28840.289999999997,0.0,1172889,709.1569,69.18819188191883,0.0
India ,Sorghum          ,1990,1083,75000.0,25.64,813.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27768.12,0.0,1172889,657.4096000000001,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,25.58,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27703.14,0.0,1172889,654.3363999999999,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,26.88,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,29111.039999999997,0.0,1172889,722.5343999999999,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,25.79,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27930.57,0.0,1172889,665.1241,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,24.1,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26100.300000000003,0.0,1172889,580.8100000000001,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,25.25,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27345.75,0.0,1172889,637.5625,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,25.44,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27551.52,0.0,1172889,647.1936000000001,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,25.54,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27659.82,0.0,1172889,652.2915999999999,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,26.36,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28547.88,0.0,1172889,694.8496,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,26.91,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,29143.53,0.0,1172889,724.1481,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,25.16,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27248.28,0.0,1172889,633.0256,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,25.77,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27908.91,0.0,1172889,664.0929,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,25.12,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27204.960000000003,0.0,1172889,631.0144,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,24.1,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26100.300000000003,0.0,1172889,580.8100000000001,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,25.68,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27811.44,0.0,1172889,659.4624,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,25.54,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27659.82,0.0,1172889,652.2915999999999,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,25.44,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27551.52,0.0,1172889,647.1936000000001,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,24.78,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26836.74,0.0,1172889,614.0484,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,26.59,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28796.97,0.0,1172889,707.0281,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,24.37,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26392.710000000003,0.0,1172889,593.8969000000001,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,26.63,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28840.289999999997,0.0,1172889,709.1569,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,26.63,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28840.289999999997,0.0,1172889,709.1569,69.18819188191883,0.0
India ,Soybeans         ,1990,1083,75000.0,25.64,1014.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27768.12,0.0,1172889,657.4096000000001,69.18819188191883,0.0
India ,Sweet Potatoes   ,1990,1083,75000.0,25.58,7966.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27703.14,0.0,1172889,654.3363999999999,69.18819188191883,0.0
India ,Sweet Potatoes   ,1990,1083,75000.0,26.88,7966.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,29111.039999999997,0.0,1172889,722.5343999999999,69.18819188191883,0.0
India ,Sweet Potatoes   ,1990,1083,75000.0,25.79,7966.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27930.57,0.0,1172889,665.1241,69.18819188191883,0.0
India ,Sweet Potatoes   ,1990,1083,75000.0,24.1,7966.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26100.300000000003,0.0,1172889,580.8100000000001,69.18819188191883,0.0
India ,Sweet Potatoes   ,1990,1083,75000.0,25.25,7966.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27345.75,0.0,1172889,637.5625,69.18819188191883,0.0
India ,Sweet Potatoes   ,1990,1083,75000.0,25.44,7966.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27551.52,0.0,1172889,647.1936000000001,69.18819188191883,0.0
India ,Sweet Potatoes   ,1990,1083,75000.0,25.54,7966.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27659.82,0.0,1172889,652.2915999999999,69.18819188191883,0.0
India ,Sweet Potatoes   ,1990,1083,75000.0,26.36,7966.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,28547.88,0.0,1172889,694.8496,69.18819188191883,0.0
India ,Sweet Potatoes   ,1990,1083,75000.0,26.91,7966.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,29143.53,0.0,1172889,724.1481,69.18819188191883,0.0
India ,Sweet Potatoes   ,1990,1083,75000.0,25.16,7966.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27248.28,0.0,1172889,633.0256,69.18819188191883,0.0
India ,Sweet Potatoes   ,1990,1083,75000.0,25.77,7966.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27908.91,0.0,1172889,664.0929,69.18819188191883,0.0
India ,Sweet Potatoes   ,1990,1083,75000.0,25.12,7966.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,27204.960000000003,0.0,1172889,631.0144,69.18819188191883,0.0
India ,Sweet Potatoes   ,1990,1083,75000.0,24.1,7966.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.0,26100.300000000003,0.0,1172889,580.8100000000001,69.18819188191883,0.0
